transformer_id,loc,name,ser,codetx,sample_day,transformer_overall_severity_level,transformer_overall_severity_label,transformer_overall_severity_score,overall_score_type,overall_score_formula,overall_score_is_weighted,overall_score_is_failure_probability,overall_score_history_is_bounded,history_mean_status_before_current,history_status_slope_per_observation,maintenance_priority,maintenance_priority_ordinal,maintenance_priority_reason,maintenance_priority_is_weighted,maintenance_priority_score_type,critical_front_flag,critical_rule,critical_reference,critical_evidence_table,critical_evidence_gas,critical_evidence_ratio,current_fault,current_fault_group,fault_criticality_class,fault_criticality_source,current_fault_posterior_max,current_fault_entropy,diagnostic_agreement_ratio,history_record_count,history_span_days,history_max_status_before_current,history_nonzero_status_record_count,history_abnormal_record_count,history_critical_record_count,history_abnormal_record_ratio,history_critical_record_ratio,history_fault_occurrence_count,history_dominant_fault,history_fault_entropy,history_dominant_fault_count,history_recurrent_fault_fraction,history_current_fault_recurrence_fraction,history_fault_persistence,history_worsening_transition_count,history_improving_transition_count,history_stable_transition_count,history_observed_transition_count,history_worsening_transition_ratio,history_improving_transition_ratio,history_has_observed_trend,single_record_transformer,history_data_sufficiency_level,current_standardized_exceedance,current_concentration_exceedance_ratio,current_delta_exceedance_ratio,current_rate_exceedance_ratio,current_status3_standardized_exceedance,current_delta_exceedance,current_standard_trigger_count,historical_max_standardized_exceedance,table1_exceed_count,table2_exceed_count,table3_exceed_count,table4_exceed_count,ieee_table1_exceeding_gases,ieee_table2_exceeding_gases,ieee_table3_exceeding_gases,ieee_table4_exceeding_gases,ieee_confirmation_required,ieee_delta_available,ieee_rate_available,ieee_rate_span_months,rank,rank_tie,rank_group_size,severity_rank_within_class,severity_class_size,severity_rank_text,rank_percentile,relative_fleet_rank_percentile,fleet_rank_percentile,priority_score,priority_score_type,severity_priority_score_type,severity_evidence_vector,ranking_policy,ranking_is_weighted,ranking_is_health_score,ranking_uses_record_count_as_severity,ranking_uses_fault_criticality_as_severity,recommended_action,maintenance_priority_rank,maintenance_priority_rank_percentile,pareto_dominance_count,pareto_front,pareto_interpretation
217841-03,WN,KT2AA,217841-03,WNKT2AA,2024-03-29,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,6.941250574475034e-17,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,4.810526315789474,T3,THERMAL,HIGH_CONCERN,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,1.0,1.345227636821345e-15,100.0,16,1748.0,3,15,16,16,1.0,1.0,16,THERMAL,-0.0,16,1.0,1.0,16,0,0,15,15,0.0,0.0,True,False,2,9.14,9.14,17.15,1.0,9.14,1,3,14.64,2,2,4,0,"['ch4', 'c2h4']","['ch4', 'c2h4']","['ch4', 'c2h6', 'c2h4', 'co']",[],True,True,False,,11,False,1,11,386,11/386,98.4,98.4,98.4,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|4|3|9.14|1.0|1.0|3|14.64,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,11,98.4,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
5BK012301,AT2,KT3A,5BK012301,AT2KT3A,2024-02-08,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.8333333333333335,0.07142857142857144,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,1.8057142857142856,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,7,1809.0,3,6,7,6,1.0,0.8571428571428571,7,THERMAL,-0.0,7,1.0,1.0,7,1,1,4,6,0.16666666666666666,0.16666666666666666,True,False,2,3.511111111111111,3.511111111111111,4.92,1.0,3.511111111111111,1,3,6.666666666666667,2,2,4,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['h2', 'ch4', 'c2h6', 'co2']",[],True,True,False,,12,False,1,12,386,12/386,98.2,98.2,98.2,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|4|3|3.511111111111111|1.0|1.0|3|6.666666666666667,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,12,98.2,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8251593,AT2,KT1A,8251593,AT2KT1A,2024-02-08,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,9.39514250178632e-17,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,7.95,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,12,1819.0,3,11,12,12,1.0,1.0,12,THERMAL,-0.0,12,1.0,1.0,12,0,0,11,11,0.0,0.0,True,False,2,21.2,21.2,3.6,1.0,21.2,1,3,15.8,3,2,3,0,"['ch4', 'c2h6', 'co2']","['ch4', 'c2h6']","['h2', 'ch4', 'c2h6']",[],True,True,False,,13,False,1,13,386,13/386,98.1,98.1,98.1,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|3|3|21.2|1.0|1.0|3|15.8,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,13,98.1,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
573091,UT,KT2A,573091,UTKT2A,2024-04-20,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-1.9088171249852354e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,6.825,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9861422565255984,0.03754417319636451,100.0,8,1654.0,3,7,8,8,1.0,1.0,8,THERMAL,-0.0,8,1.0,1.0,8,0,0,7,7,0.0,0.0,True,False,2,18.2,18.2,11.428571428571429,1.0,18.2,1,3,12.866666666666667,2,2,3,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6', 'c2h4']",[],True,True,False,,14,False,1,14,386,14/386,97.9,97.9,97.9,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|3|3|18.2|1.0|1.0|3|12.866666666666667,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,14,97.9,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
AG69095T412,KNG,KT2A,AG69095T412,KNGKT2A,2024-02-26,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.6,-0.057142857142857426,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,4.6,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,6,1800.0,3,5,6,4,1.0,0.6666666666666666,5,THERMAL,0.5004024235381879,4,0.8,0.8,2,2,2,1,5,0.4,0.4,True,False,2,12.266666666666667,12.266666666666667,9.571428571428571,1.0,12.266666666666667,1,3,11.733333333333333,2,2,3,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6', 'co2']",[],True,True,False,,15,False,1,15,386,15/386,97.8,97.8,97.8,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|3|3|12.266666666666667|1.0|1.0|3|11.733333333333333,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,15,97.8,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
5BA159007,NCS,KT2A,5BA159007,NCSKT2A,2024-05-10,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.0,0.29999999999999993,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,4.033333333333333,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9861422565255984,0.03754417319636451,100.0,4,1887.0,2,3,4,1,1.0,0.25,4,THERMAL,-0.0,4,1.0,1.0,4,1,0,2,3,0.3333333333333333,0.0,True,False,2,10.2,10.2,3.7142857142857144,1.0,10.2,1,3,1.52,3,2,3,0,"['ch4', 'c2h6', 'c2h4']","['ch4', 'c2h6']","['ch4', 'c2h6', 'c2h4']",[],True,True,False,,16,False,1,16,386,16/386,97.6,97.6,97.6,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|3|3|10.2|1.0|1.0|2|1.52,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,16,97.6,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
573088,PC,KT2A,573088,PCKT2A,2024-02-04,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-4.151461237982223e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,4.508571428571429,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,5,1477.0,3,4,5,5,1.0,1.0,3,THERMAL,-0.0,3,1.0,1.0,3,0,0,4,4,0.0,0.0,True,False,2,8.766666666666667,8.766666666666667,9.16,1.0,8.766666666666667,1,3,7.122222222222222,2,2,3,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['h2', 'ch4', 'c2h6']",[],True,True,False,,17,False,1,17,386,17/386,97.4,97.4,97.4,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|3|3|8.766666666666667|1.0|1.0|3|7.122222222222222,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,17,97.4,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
558034,KNG,KT1A,558034,KNGKT1A,2024-02-26,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.6,4.667543861640089e-18,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,2.175,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,6,1800.0,3,5,6,4,1.0,0.6666666666666666,6,THERMAL,0.6365141682948128,4,0.6666666666666666,0.6666666666666666,2,2,2,1,5,0.4,0.4,True,False,2,5.8,5.8,3.2857142857142856,1.0,5.8,1,3,5.8,2,2,3,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6', 'co2']",[],True,True,False,,18,False,1,18,386,18/386,97.3,97.3,97.3,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|3|3|5.8|1.0|1.0|3|5.8,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,18,97.3,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8946787,LPR,KT4A,8946787,LPRKT4A,2023-11-19,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.6666666666666665,-0.030303030303030328,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,1.305263157894737,T3,THERMAL,HIGH_CONCERN,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9999999999999998,2.822687115403506e-15,100.0,10,1658.0,3,9,10,7,1.0,0.7,10,THERMAL,-0.0,10,1.0,1.0,10,2,2,5,9,0.2222222222222222,0.2222222222222222,True,False,2,2.48,2.48,2.6666666666666665,1.0,2.48,1,3,3.7333333333333334,3,2,3,0,"['ch4', 'c2h6', 'c2h4']","['ch4', 'c2h4']","['ch4', 'c2h6', 'c2h4']",[],True,True,False,,19,False,1,19,386,19/386,97.1,97.1,97.1,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|3|3|2.48|1.0|1.0|3|3.7333333333333334,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,19,97.1,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8R9763T1,NCS,KT3A,8R9763T1,NCSKT3A,2024-05-10,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-4.151461237982223e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,24.625,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,5,1087.0,3,4,5,5,1.0,1.0,5,THERMAL,-0.0,5,1.0,1.0,5,0,0,4,4,0.0,0.0,True,False,2,65.66666666666667,65.66666666666667,19.285714285714285,1.0,65.66666666666667,1,3,56.666666666666664,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,20,False,1,20,386,20/386,97.0,97.0,97.0,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|65.66666666666667|1.0|1.0|3|56.666666666666664,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,20,97.0,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8R8404T1,BGS,KT1A,8R8404T1,BGSKT1A,2024-02-02,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-4.151461237982223e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,13.825,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,5,1601.0,3,4,5,5,1.0,1.0,5,THERMAL,-0.0,5,1.0,1.0,5,0,0,4,4,0.0,0.0,True,False,2,36.86666666666667,36.86666666666667,22.714285714285715,1.0,36.86666666666667,1,3,18.733333333333334,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,21,False,1,21,386,21/386,96.8,96.8,96.8,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|36.86666666666667|1.0|1.0|3|18.733333333333334,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,21,96.8,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8R8409T2,BMN,KT1A,8R8409T2,BMNKT1A,2024-02-03,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-4.151461237982223e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,13.3,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,5,1477.0,3,4,5,5,1.0,1.0,5,THERMAL,-0.0,5,1.0,1.0,5,0,0,4,4,0.0,0.0,True,False,2,35.46666666666667,35.46666666666667,28.0,1.0,35.46666666666667,1,3,19.4,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,22,False,1,22,386,22/386,96.6,96.6,96.6,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|35.46666666666667|1.0|1.0|3|19.4,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,22,96.6,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8R8401T1,SN2,KT3A,8R8401T1,SN2KT3A,2024-06-03,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,2.5691830594314166e-17,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,11.875,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,4,1087.0,3,3,4,4,1.0,1.0,4,THERMAL,-0.0,4,1.0,1.0,4,0,0,3,3,0.0,0.0,True,False,2,31.666666666666668,31.666666666666668,2.7,1.0,31.666666666666668,1,3,18.933333333333334,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,23,False,1,23,386,23/386,96.5,96.5,96.5,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|31.666666666666668|1.0|1.0|3|18.933333333333334,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,23,96.5,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8P8744T2,CM1,KT2A,8P8744T2,CM1KT2A,2024-03-08,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-7.1104819549512e-17,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,8.425,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,6,1628.0,3,5,6,6,1.0,1.0,6,THERMAL,-0.0,6,1.0,1.0,6,0,0,5,5,0.0,0.0,True,False,2,22.466666666666665,22.466666666666665,13.0,1.0,22.466666666666665,1,3,16.866666666666667,3,2,2,0,"['ch4', 'c2h6', 'co2']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,24,False,1,24,386,24/386,96.3,96.3,96.3,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|22.466666666666665|1.0|1.0|3|16.866666666666667,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,24,96.3,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8R9911T8,NCS,KT4A,8R9911T8,NCSKT4A,2024-05-10,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,1.4970566549032267e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,8.425,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,3,1091.0,3,2,3,3,1.0,1.0,3,THERMAL,-0.0,3,1.0,1.0,3,0,0,2,2,0.0,0.0,True,False,2,22.466666666666665,22.466666666666665,6.0,1.0,22.466666666666665,1,3,1.9666666666666666,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['h2', 'c2h6']",[],True,True,False,,25,False,1,25,386,25/386,96.2,96.2,96.2,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|22.466666666666665|1.0|1.0|3|1.9666666666666666,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,25,96.2,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
